"guest_id","full_name","total_spend","spend_quartile"
6243,Dr. Tyler Howell MD,4163.76,2
2319,Linda Hardin,4161.99,2
469,Carolyn Potts,4161.08,2
1053,Matthew Sellers,4160.97,2
4807,Christopher Hickman DVM,4160.61,2
1875,Dylan Clark,4160.41,2
5196,James Holland,4160.16,2
8200,Mrs. Carol Smith,4159.70,2
3788,Jeremy Erickson,4159.27,2
907,Catherine Lopez,4157.88,2
1073,Carl Anderson,4156.98,2
3681,Lee Santana,4156.68,2
163,Nicholas Rush,4155.85,2
5936,William Morgan,4154.79,2
5082,Lisa Ortega,4153.56,2
4883,Christopher Sanders,4152.29,2
6628,Leah Johns,4151.46,2
9827,Chad Smith,4151.26,2
2834,Gina Long,4150.78,2
2692,Sarah Rice,4150.45,2
626,Joel Tyler,4150.36,2
5095,Crystal Ray,4148.72,2
9357,James Holmes,4148.38,2
5554,Natasha Perez,4147.34,2
1044,Walter Howard,4145.69,2
836,Eduardo Hall,4145.33,2
6410,Jessica Peterson,4144.87,2
8566,Lisa Bauer,4144.19,2
516,Jake Tran,4143.12,2
4306,Julie Oneill,4142.22,2
8581,Angela Jackson,4139.18,2
900,Amber Chapman,4138.30,2
311,Peter Jackson,4137.39,2
6755,Amy Chambers,4136.43,2
1468,Sarah Martin,4136.36,2
3119,Joseph Rogers,4135.68,2
5276,Adam Perkins,4135.49,2
893,Tracey Reynolds,4135.13,2
8148,Larry Miller,4135.04,2
5140,Kathleen Davis,4134.63,2
2737,John Camacho,4134.21,2
5482,Vincent Cox,4133.86,2
8973,Tina Bird,4133.52,2
1416,Corey Davis,4131.99,2
6083,Natalie Allen,4131.50,2
8407,Nancy Brown,4131.36,2
2550,Jeffrey Smith,4129.42,2
1120,Paul Jennings,4129.42,2
7876,Rachel Skinner,4128.22,2
7255,Jennifer Simmons,4127.71,2
2000,Taylor Robinson,4126.45,2
9258,Robert Anderson,4125.36,2
4720,Richard Harmon,4124.62,2
1346,Seth Daniel,4124.23,2
1167,Lindsay Perry,4124.21,2
5673,Shaun Johnson,4124.15,2
562,Lisa Miller,4124.08,2
7346,Gregory Craig,4123.69,2
391,Danielle Murphy,4121.61,2
6038,Dana Jordan,4120.94,2
8392,Jared Ward,4120.07,2
1047,Cathy Wyatt,4119.34,2
751,Brianna Hodges,4119.27,2
8097,Justin Brown,4118.77,2
8679,Victoria Lane,4118.58,2
8731,Erik Jimenez,4118.47,2
3708,William Johnson,4118.29,2
5976,Edward Barnes,4117.81,2
1300,Mark Woods,4116.59,2
4076,Laura Livingston,4115.19,2
7522,Jeffrey Martin,4114.99,2
6968,Rachel Grimes,4114.13,2
3961,Kenneth Rodriguez,4111.94,2
7696,Nicole Gould,4110.69,2
7845,Kathleen Haas,4109.93,2
5473,Micheal Lopez,4109.89,2
316,Brent Rojas,4109.34,2
3157,Chad Brown,4108.82,2
3791,Lindsey Cannon,4108.79,2
7442,Joshua Weaver,4108.67,2
4072,Kristin Osborne,4108.43,2
9075,James Pruitt,4108.30,2
4114,Annette Bush,4108.12,2
7450,Anne King,4108.02,2
8167,Eric Freeman,4107.00,2
8448,Robert Cross,4105.92,2
7914,Heather Buchanan,4105.66,2
7770,David Davis,4105.58,2
569,Glenda Calderon,4104.24,2
8993,James Jones,4103.26,2
275,Heather Johnson,4102.88,2
2606,Tyler Moore,4102.58,2
4669,Charles Marshall,4102.07,2
4689,Mr. Joshua Walker Jr.,4101.78,2
5184,Mallory Lucas,4101.31,2
153,Keith Graham,4099.39,2
8198,Mark Smith,4098.64,2
2303,Amber Evans,4098.57,2
803,Alice Robinson,4096.09,2
7633,Mark Howard,4094.62,2
5610,Kevin Perez,4093.61,2
5635,Christine Jackson,4093.51,2
6062,Melissa Washington,4093.16,2
2920,Miranda Smith,4093.14,2
471,Angie Torres,4091.31,2
1405,Brittany Garner,4091.01,2
3974,Angela Barnes,4090.05,2
1213,Linda Jones,4088.52,2
3502,Mr. Christopher Mullins,4088.42,2
6568,James Smith,4087.73,2
3142,Lori Sanchez MD,4087.66,2
5028,Matthew Roberts,4087.35,2
4788,Elizabeth Decker,4086.98,2
4906,Jonathan Perez,4083.64,2
5745,Catherine Reed,4083.38,2
5260,Lydia Reyes,4082.42,2
2044,Michelle Spencer,4081.32,2
7833,Julie Johnston,4081.28,2
7441,Chris Lopez,4081.03,2
5270,Jason Wheeler,4080.15,2
2041,Amy Reyes,4079.57,2
2489,Bruce Gonzalez,4079.18,2
3062,Cameron Walker,4079.15,2
4159,Charles Smith,4078.89,2
2053,Sean Johnson,4076.26,2
9763,Diane Miller,4076.21,2
9248,David Evans,4075.06,2
1890,Holly Johnson,4073.35,2
9565,Emily Miller,4072.02,2
2611,Samuel Carroll,4070.56,2
7183,Kristen Huber,4070.47,2
1161,Laura Hayden,4070.35,2
6498,Denise Robinson,4070.16,2
1787,Matthew Miller,4069.55,2
6536,Megan Perkins,4068.45,2
2300,Joseph Jones,4065.67,2
1476,Holly Owen,4065.62,2
5436,Robert Schmidt,4065.44,2
7508,Brian Marsh,4065.20,2
9563,Edward Cowan,4064.74,2
8211,Patrick Juarez,4063.03,2
6972,Thomas Edwards,4062.86,2
2305,Leah Harris,4062.75,2
3250,Steven Wade,4062.43,2
2645,Craig Martin,4061.24,2
2681,William Johnson,4060.89,2
5414,Dalton Jimenez,4060.20,2
2301,Zachary Murray,4059.59,2
850,Jon Ramos,4057.32,2
8879,Kathleen Smith,4056.26,2
4303,Nicole Smith,4055.22,2
1853,Mallory Abbott,4054.36,2
2315,John Olson,4054.31,2
2036,Becky Rice,4053.63,2
6941,Derrick Harris,4053.16,2
7621,Chelsea Schroeder,4052.64,2
810,Melissa Nelson,4052.40,2
6754,Crystal Cameron,4052.07,2
211,Austin Garcia,4050.51,2
8283,Jennifer Hubbard,4050.03,2
6541,Danielle Hernandez,4048.14,2
5442,Kurt Gonzalez,4047.89,2
4774,Elijah Jones,4046.39,2
9476,Travis Barnett,4046.15,2
4812,Shawn Jacobs,4046.08,2
2177,Trevor Pham,4045.25,2
6605,Nicholas Hunt,4044.83,2
2486,Ashley Kent,4044.80,2
8514,Kimberly Santana,4043.79,2
5924,Theresa Smith,4043.78,2
628,William Wood,4043.68,2
6983,Hannah Kane,4038.54,2
821,Juan Morgan,4038.52,2
5953,Stephanie Francis,4037.69,2
1489,Jennifer Gomez,4035.84,2
400,Fernando Tran,4034.43,2
4722,James Hamilton,4034.02,2
7111,Patricia Nguyen,4033.35,2
5000,Whitney Bell,4032.49,2
7902,Jon Rodriguez,4031.05,2
5895,Karen Davila,4030.93,2
1404,Kyle Bell,4028.08,2
5814,Lisa Brown,4027.67,2
3237,Tammy Williams,4027.26,2
8707,Andrea Johnson,4025.43,2
3880,Anna Phillips,4025.40,2
1132,Raymond Strong,4025.17,2
2757,Heather Sloan,4024.39,2
6856,Daniel Freeman,4021.58,2
3996,Teresa Murphy,4021.30,2
9776,Mr. David Avila,4020.12,2
6244,Erin Klein,4019.59,2
136,Renee Hudson,4019.57,2
1160,Melissa Brown,4018.86,2
7570,Kenneth Ortiz,4018.68,2
9334,David Olson,4018.46,2
3523,Carol Robertson,4018.06,2
7617,Colton Montoya,4016.97,2
4895,Sherry James,4016.95,2
9351,Alexandra Williams,4016.01,2
3156,Michael Hicks,4015.75,2
4642,Jenny Cole,4015.14,2
9783,Brooke Reyes,4013.88,2
5177,Andrew Smith,4013.59,2
2655,James Gonzales,4013.27,2
6737,Gabriel Ortiz,4012.31,2
7448,Lisa Miller,4011.96,2
1656,Brandi Braun,4010.34,2
8992,Jessica Williamson,4009.85,2
9321,Nathan Frank,4009.07,2
7567,James Mosley,4008.60,2
9360,Christopher Patterson,4007.71,2
763,Lisa Watson,4006.89,2
2966,Kaitlin Young,4006.05,2
6015,Joseph Hinton,4005.59,2
4013,Jeremy Wolfe,4005.26,2
7409,Anthony Melendez,4003.88,2
5533,Gregory Jones,4003.12,2
3465,John Phillips,4002.61,2
4242,Joseph Peters,4001.25,2
7547,Rita Stark,3999.77,2
8075,Gregory Willis,3999.76,2
3389,Charles Ball,3996.72,2
9057,Amanda Taylor,3995.48,2
5782,Joe Parker,3994.85,2
4478,Jennifer Hicks,3993.54,2
5307,Evan Welch,3993.45,2
6435,Ruben Walker,3993.39,2
4878,Mr. Samuel Faulkner,3991.49,2
7864,Sabrina Lane,3990.31,2
2510,Autumn Snyder,3989.96,2
1386,Elizabeth Jenkins,3988.73,2
3345,Joseph Preston II,3988.49,2
3530,Rebecca Hall,3987.74,2
4503,Meagan Harrington,3987.26,2
8890,Jocelyn Taylor,3987.01,2
7711,Gregory Williams,3986.65,2
4645,Dr. Valerie Snyder,3985.70,2
4515,Ariana Gibbs,3985.09,2
1505,Corey Clark,3983.85,2
7955,Christopher Gray,3983.51,2
6509,Meagan Franklin,3983.04,2
4931,Courtney Taylor,3982.73,2
4946,Robert Ferguson,3982.16,2
924,Crystal Wolf,3981.53,2
3582,Anthony Avery,3981.46,2
9016,Dawn Oneill,3981.07,2
6811,Ellen Burgess,3980.85,2
8506,Bailey Berry,3978.59,2
3360,Terri Gordon,3978.40,2
5672,Shelia Reeves,3977.89,2
4688,Benjamin Fox,3977.03,2
3759,Sandra White,3975.53,2
5133,Anna May,3975.00,2
4674,Robert Moore,3974.31,2
7821,Daniel Esparza,3973.70,2
5686,Alison Scott,3973.21,2
4662,Jenna Faulkner,3972.94,2
224,Lisa Cohen,3972.46,2
5801,Steven Callahan,3972.15,2
9561,Jacob Mann,3971.76,2
3669,Stanley Martinez,3971.22,2
864,Calvin Ramirez,3969.63,2
4154,Ann Williams,3968.61,2
5690,Paul Bolton,3968.18,2
3733,Michael Johnson,3967.84,2
458,Joseph Campbell,3967.77,2
5453,Gregory Johnson,3967.69,2
1778,Timothy Mcguire,3967.50,2
8383,Christopher Garrison,3966.90,2
7593,Jennifer Johnson,3965.58,2
9403,Mrs. Brittany Robinson,3964.94,2
6123,Malik Benson,3964.74,2
6824,Pamela Ingram,3961.93,2
2268,Brittany Thomas,3961.46,2
9240,Jamie Jackson,3960.49,2
8377,Donna Blackwell,3960.23,2
959,James Ellis,3959.02,2
104,Aaron Robinson,3958.83,2
203,Ryan Smith,3958.34,2
701,Joseph Sanchez,3956.00,2
5916,Stacie Young,3955.82,2
733,Lisa Vincent,3955.78,2
6888,Dwayne Dickson,3955.44,2
8007,Christopher Mendoza,3954.78,2
675,Scott Washington,3954.49,2
1251,Nicholas Dominguez,3954.32,2
8387,Robert French,3953.50,2
125,Robert Long,3953.23,2
4149,David Hutchinson,3952.62,2
3217,James Beard,3951.97,2
3948,Mathew Garcia,3951.10,2
9552,Jennifer Hensley,3950.76,2
1796,Ronnie Hale,3947.93,2
3306,Abigail Anderson,3946.48,2
8529,Shannon Huerta,3946.13,2
2875,Derrick Smith,3945.50,2
9645,Nicholas Maxwell,3944.64,2
8608,Mark Schmidt,3944.52,2
6124,Courtney Green,3943.25,2
3280,Barbara Nash,3941.56,2
9244,Kimberly Chandler,3940.46,2
115,Joseph Jenkins,3940.12,2
4438,Cheryl Rogers,3939.71,2
154,Jason Herrera,3939.60,2
4483,Mary Perez,3939.50,2
9533,Sierra Becker,3939.23,2
3391,Steven Bernard,3939.21,2
8114,Kelly Mckenzie,3938.63,2
9395,Adam Carter,3937.91,2
4329,Mary Lopez,3937.59,2
267,Alexander Miller,3937.08,2
4253,Brittany Robinson,3937.02,2
5011,Roy Martin,3936.61,2
478,Cynthia Gregory,3934.99,2
9054,Cynthia Moore,3934.55,2
1355,Marie Brown,3934.32,2
4787,Gabrielle Miller,3933.64,2
4250,David Costa,3931.85,2
3413,Kathy Davis,3931.77,2
6601,Jacob Harmon,3931.48,2
3894,Tonya Massey,3930.77,2
9340,Michelle Strong,3930.00,2
2665,Eric Patton,3929.31,2
2754,Melissa Stout,3926.54,2
8637,Amanda Palmer,3925.35,2
4037,Christine Jenkins,3925.00,2
5194,Laurie Ward,3924.49,2
5684,Kathleen Thomas,3924.33,2
493,Thomas Johnson,3922.47,2
8252,Ellen Jordan,3921.49,2
653,Danny Simmons,3921.25,2
767,Christopher Jones,3920.86,2
8740,Phyllis Price,3920.29,2
2043,Troy Cook,3919.35,2
574,Jacob Carson,3918.27,2
4044,Linda Brown,3918.04,2
4057,Darius Adams,3917.41,2
5190,Bryan French,3917.05,2
6525,Reginald Johnson,3916.10,2
1793,Claudia Howard,3915.98,2
9122,Thomas Cobb,3915.86,2
5757,Ashley Dean,3915.82,2
6656,Dwayne Porter,3915.11,2
3207,Frank Cole,3915.08,2
5079,Cynthia Reed,3914.49,2
6515,Crystal Ritter,3914.37,2
3993,Andrew Garrett,3913.81,2
4773,Jessica Clark,3913.78,2
3000,Melissa Stokes,3913.42,2
652,Steve Gamble,3913.40,2
2474,Raymond Martinez,3912.23,2
7705,Christopher Schmitt,3912.21,2
9743,Julia Garcia,3911.75,2
4168,Jennifer Hernandez,3911.35,2
9569,Dr. Spencer Levy,3911.02,2
6407,James Livingston,3910.66,2
7394,Ian Anderson,3910.43,2
1620,Joseph Guzman,3909.30,2
8512,Michael Hughes,3908.53,2
8874,John Casey MD,3907.75,2
7303,Jose Schmidt,3906.41,2
8128,Alicia Robbins,3906.20,2
9773,Stephen Simmons,3905.95,2
3380,Karen Baker,3903.76,2
9366,Sarah May,3902.34,2
7608,Erik Jones,3902.11,2
3052,Mr. Larry Mcclure PhD,3901.61,2
7155,Joshua Brown,3901.37,2
2514,Julie Chapman,3900.73,2
1904,Mr. John Butler Jr.,3900.34,2
481,Michelle Wright,3898.43,2
3814,Angela White,3896.55,2
8302,Christopher Snyder,3895.99,2
7899,Kimberly Rodriguez,3895.81,2
2975,Joel Lin,3895.19,2
6793,Tracy Becker,3894.49,2
1669,Cody Wilson,3894.48,2
881,Bryan Hardy,3893.99,2
1628,Joshua Stout,3892.00,2
2836,Brent Chang II,3891.94,2
1241,Ann Hansen,3891.83,2
3589,Elaine Holmes,3891.80,2
8309,Sharon Patel DVM,3891.76,2
9986,James Sanders,3891.27,2
4768,Lauren Hickman,3890.68,2
7912,Amy Patton MD,3889.46,2
3769,Tyler Noble,3888.69,2
8020,Carla Miller,3888.21,2
9358,Brianna Barr,3887.68,2
9842,Russell Williams,3887.23,2
1780,Michael Brooks,3886.75,2
4447,Betty Hernandez,3886.54,2
7776,James Gonzalez,3886.23,2
1441,Sandra Baker,3886.15,2
9685,Eric Casey,3886.02,2
5443,Philip Harrell,3885.81,2
229,Brandon Nunez,3885.73,2
4972,Jacob Simmons,3883.45,2
9036,Amanda Young,3882.90,2
7525,Melinda Morgan,3882.73,2
2956,Robert Rowland,3881.08,2
8671,Travis Davis,3880.84,2
7723,John Schneider,3880.81,2
5725,Ann Copeland,3879.92,2
8358,Brandon Griffin,3879.67,2
3916,Christopher Poole,3879.26,2
1347,Christopher Odom,3877.51,2
1532,Edward Rowland,3876.31,2
4511,Kari Gillespie,3876.00,2
8348,Robert Moss,3875.02,2
2589,Emily Frank,3874.98,2
1606,Patty Walker,3874.87,2
998,Megan Johnson,3873.68,2
6488,Christopher Johnson,3873.35,2
8860,Amanda Harrison,3873.09,2
2254,Jessica Fowler,3873.00,2
823,Karen Trujillo,3872.07,2
2148,Cody Booker,3872.01,2
9771,Michael Lloyd DVM,3870.49,2
2783,Michael Wallace,3869.88,2
4391,Rebecca Christensen,3869.54,2
117,Ryan Newman,3869.11,2
7952,Sandy Hardy,3868.88,2
8079,Maria Montgomery,3868.64,2
7113,Wendy Stone,3867.39,2
8550,Sally Thompson,3866.46,2
4601,Carolyn Freeman,3865.82,2
2662,Dawn Nelson,3863.57,2
5045,Andrea Parker,3863.38,2
2546,Daniel Santos,3863.33,2
6054,Willie West,3863.12,2
8663,Raymond Williams,3862.63,2
4028,Christopher Roth,3861.94,2
188,Sandra Dudley,3861.87,2
3301,Rebecca Combs,3861.65,2
1985,Alexis Duffy,3858.72,2
1892,Jamie Cooper,3858.52,2
3497,David Hill,3858.35,2
8595,Aaron Briggs,3856.60,2
3195,Stacey Turner,3855.84,2
4001,Connor Payne,3855.82,2
8920,Elizabeth Vargas,3855.53,2
7239,Stephanie Watson,3854.71,2
4439,Rebecca Allen,3854.55,2
209,Matthew Wells,3853.29,2
708,David Palmer,3852.48,2
7834,Bradley Glover,3851.36,2
213,Brenda Ryan,3851.28,2
6076,Julia Schmidt DDS,3849.24,2
6204,Heather Weber,3849.05,2
5920,Timothy Rivers,3847.80,2
8882,Stephanie Cobb,3847.41,2
8965,Ronald Anthony,3847.38,2
9493,Charles Montes,3845.94,2
2897,Michelle Howell,3845.73,2
7481,Meredith Walton,3845.56,2
7336,Caleb Burns,3843.72,2
1712,Ryan Barrett PhD,3842.31,2
8446,Michael Robertson,3842.00,2
971,Courtney Tate,3839.84,2
8117,Tracy Owen,3839.71,2
487,Teresa Ramirez,3839.59,2
9739,Aaron Webster,3839.47,2
7188,Alicia Rowland,3838.96,2
3575,Michael West,3838.63,2
5520,Melissa Munoz,3838.42,2
3702,Emily Rocha,3836.72,2
7919,Thomas Maldonado,3835.91,2
5755,Jennifer Brown,3835.58,2
517,Kathy Shaffer,3834.13,2
1147,Russell Davis,3832.85,2
208,Kimberly May,3831.84,2
1560,Tammie Campbell,3829.97,2
2060,Mr. Joseph Collins,3829.57,2
8141,Doris Miller,3829.47,2
7277,Mark Nguyen,3828.71,2
9361,Daniel Gardner,3827.93,2
1420,Jonathan Martinez,3827.26,2
5031,Kyle Gallagher,3827.20,2
8537,Alexis Fletcher,3826.35,2
3965,Thomas Hill,3826.30,2
9292,Anthony Giles DDS,3825.93,2
9485,Trevor Jones,3825.80,2
9929,Jeffrey Bridges,3825.48,2
9807,James Marshall,3824.51,2
3085,Christopher Carter II,3824.07,2
4243,Mary Olson,3823.67,2
3386,Mark Miles,3823.19,2
3483,Jessica Underwood,3823.01,2
5940,Jacqueline Huynh,3822.42,2
9713,Jennifer Combs,3822.12,2
4373,Jennifer Patterson,3822.05,2
8246,Tracey Fox,3822.04,2
4899,Jonathan Barker,3821.73,2
4285,Debra Russell,3821.64,2
4376,Kenneth Scott,3821.49,2
7039,Julie Hall,3820.74,2
9410,Teresa Perry,3820.29,2
5662,Sheryl Adams,3820.07,2
8184,Jon Parker,3818.26,2
7207,Brooke Silva,3817.37,2
3750,Diana Stone,3817.09,2
1941,Ashley Davis,3817.08,2
6679,Cheryl Weaver,3815.93,2
9246,Lauren Carlson,3815.36,2
5619,Martin Miller,3814.31,2
714,Nicole Perez,3814.25,2
5636,Jesse Ramirez,3814.18,2
1179,Erin Montes,3813.94,2
1651,Pamela Burke,3813.55,2
2115,Jason Newton,3813.05,2
8213,Jason Smith,3812.17,2
1981,Aaron Zamora,3810.77,2
4110,Elijah Pope,3810.61,2
2247,Keith Howell,3809.83,2
310,Ashley Crawford,3808.94,2
2867,Andrew Montgomery,3808.03,2
3526,Lori Davidson,3807.94,2
7375,Holly Love,3806.65,2
7762,Michael Jenkins,3806.03,2
7243,Michelle Michael,3805.95,2
4745,Anthony Ortega,3805.39,2
4949,Matthew Brandt,3805.03,2
5765,Rebecca Fuentes,3804.17,2
9560,Amy Fowler,3803.75,2
7397,Matthew Burton,3803.40,2
9313,Howard Schultz,3803.09,2
7173,Joseph Jones,3802.42,2
6723,Allison White,3802.21,2
5348,David Bowman,3798.96,2
4214,Stuart Robinson,3796.84,2
3449,Morgan Hensley,3796.82,2
6046,Christina Williams,3795.04,2
743,David Wells,3794.25,2
7738,Mrs. Lori Miller,3794.15,2
2424,Elizabeth Petersen,3794.10,2
4847,Holly Owen,3793.45,2
6831,Jaclyn Miller,3792.99,2
3021,Nicole Blair,3792.86,2
9216,Tammy Johnson,3792.47,2
3886,Joseph Peters,3792.19,2
6771,Michael Rodriguez,3792.00,2
9092,Cynthia Williams,3791.80,2
9990,Dawn Singh,3791.57,2
4346,Timothy Henry,3791.51,2
8239,Sean Guerrero,3791.36,2
4530,Brittany Kidd,3791.20,2
545,Matthew Smith,3791.13,2
9509,Monica Wright,3790.54,2
3663,Heather Young,3790.12,2
4112,Alicia Watson,3790.09,2
6252,Carl Boyer,3789.71,2
3173,Rodney Miller,3789.62,2
6485,James Barnes,3789.02,2
8264,Victor Rosario,3788.44,2
5566,Nicholas Campbell,3787.54,2
9914,Kelly Arnold,3786.96,2
1791,Kathy Horne,3786.24,2
2208,Mr. Nicholas Martin,3785.85,2
5213,Andrew Mendoza,3784.96,2
8140,Adam Bray,3784.15,2
588,Jeffery Thompson,3780.69,2
7043,Thomas Taylor,3780.38,2
1614,Melissa Anderson,3778.97,2
9893,Maria Moreno,3778.66,2
8394,Anthony Dunn,3778.51,2
542,Selena Hopkins,3777.08,2
5736,Sean Solis,3777.02,2
3320,Christine Burke,3776.93,2
7614,Jared Leblanc,3776.20,2
172,Charles Matthews,3776.08,2
4488,Mary Berry,3775.42,2
3817,Daniel Roth,3775.31,2
4148,Tanya Ross,3774.95,2
2814,Steven Watts,3774.73,2
8655,Jonathan Wilson,3774.35,2
7897,Mark Gilmore,3773.86,2
2199,Samantha Garcia,3771.90,2
7500,Jennifer Quinn,3768.71,2
2622,Tammy Chen,3768.10,2
7463,Brooke Park,3767.82,2
5236,Joseph Padilla,3766.96,2
9583,Carol Guerrero,3764.65,2
6493,Amanda Alvarez,3762.99,2
6403,Joshua Dennis,3762.76,2
3102,Alexander Calhoun,3762.56,2
4473,Derek Johnson,3762.38,2
2744,Margaret Juarez,3761.87,2
212,Tina Jackson,3760.66,2
2804,Thomas Garza,3760.39,2
1597,Stephen Zavala,3759.63,2
2057,Jennifer Moore,3759.01,2
3597,Anna Riddle,3757.37,2
1459,Terrance Mullins,3757.26,2
100,Brandon Holden,3755.19,2
2556,Ivan Velazquez,3754.96,2
9079,Ashley Barber,3754.82,2
5370,Christian Adams,3751.81,2
287,Miguel Rodriguez,3751.73,2
4872,Danielle Santos,3750.96,2
2483,Matthew Weaver,3749.22,2
1341,Jonathon Houston,3748.37,2
5149,Seth Patel,3747.81,2
4089,Donna Salas,3747.47,2
1265,Megan Porter,3747.08,2
4032,Zachary Hansen,3746.66,2
3051,Anita Dunn,3746.14,2
2442,William Hernandez,3745.85,2
529,Leslie Young,3745.50,2
6405,George Zamora,3745.43,2
6103,Samantha Griffith,3745.07,2
2465,Phillip Jones,3744.95,2
2541,Kenneth Aguilar,3743.49,2
9649,Kristina Young,3743.42,2
4763,Michele Cook,3743.05,2
7220,Lisa Jennings,3741.54,2
9710,Joseph Anderson,3741.40,2
9304,Amanda Ortega,3740.78,2
7950,Rebecca Quinn,3740.68,2
4450,James Acosta,3739.49,2
4921,Anthony Solomon,3738.24,3
6203,Christopher Holder,3738.10,3
865,Madison Anderson,3737.44,3
8179,Kevin Abbott,3736.80,3
1845,Christina Berry,3736.57,3
6093,Bruce Thomas,3735.76,3
598,Sergio Wilson,3735.43,3
7852,Erin Reynolds,3735.04,3
6056,Thomas Jenkins,3733.54,3
6855,Jill Lewis,3733.49,3
8694,Emily Brady,3732.53,3
9035,Michelle Mendoza,3732.27,3
4889,Whitney Daniels,3731.26,3
2297,Ernest Melendez,3731.09,3
4702,Jeffrey Johnson,3730.94,3
3853,Steven Quinn,3730.32,3
1089,Jared Smith,3729.13,3
6665,Keith Saunders,3727.89,3
4987,Tonya Shaw,3727.79,3
2760,Dr. Melissa Moore,3727.65,3
9972,Helen Fernandez,3727.45,3
3327,Mr. Brendan Melton,3727.12,3
1360,Kurt Montgomery,3727.12,3
4316,Ashley Barnes,3725.72,3
5950,Troy Stevenson,3725.54,3
990,Adrian Martinez,3725.30,3
8243,Tyler Harrison,3724.69,3
5922,Jose Rose,3724.47,3
3185,Timothy Howard,3723.93,3
4060,William Gomez,3723.46,3
4443,Kelly Matthews,3723.19,3
5872,Robert Davis,3722.93,3
7244,Andrew Jones,3722.43,3
5806,Shane Lawson,3721.88,3
4726,Tara Schultz,3721.88,3
3504,Jonathan Parker,3721.83,3
5021,Meghan Schwartz,3721.48,3
6002,Tyler Edwards,3720.41,3
9208,Michael George,3719.73,3
2901,Ryan Garcia,3718.56,3
2826,Anthony Jimenez,3716.00,3
7174,Thomas Cortez,3715.50,3
1389,Lori Weaver,3715.12,3
6725,Nicholas Diaz,3714.03,3
5982,Michael Berger,3713.58,3
5383,Mary Tran,3713.22,3
4353,Sean Silva,3712.58,3
1641,Gloria Castro,3712.57,3
1531,Bailey Love,3711.53,3
5286,Cody Mcbride,3711.46,3
8660,Corey Wilson,3711.29,3
5319,Mr. Patrick Martinez,3710.77,3
3719,Nathaniel Taylor,3710.25,3
4433,Mark Travis,3709.69,3
909,Steven Vazquez,3708.87,3
7921,Shelia Jarvis,3708.55,3
2082,Lori Williams,3708.27,3
6893,Anthony Phillips,3707.57,3
2280,Sean Villa,3707.17,3
635,Kayla Banks,3705.66,3
1877,Andrew Brown,3704.47,3
4355,Susan Simpson,3703.92,3
6396,Jeremy Gamble,3702.04,3
5709,Mark Guzman,3700.64,3
1534,Julia Hoffman,3700.50,3
2168,Michael Armstrong,3700.14,3
7799,Julie Romero,3698.77,3
5942,Robert Wilson,3696.97,3
9224,Emma Edwards,3696.83,3
5110,Yvette Stewart,3696.31,3
342,Ashley Davenport,3695.73,3
7265,Blake Garcia,3695.56,3
9390,Monica Gomez,3695.04,3
2992,Paul Lee,3694.71,3
181,Seth Fisher,3693.81,3
9343,Kyle Nelson,3692.66,3
8958,Jesse Hill,3692.13,3
6065,Lisa Coleman,3691.89,3
6727,Alexis Glass,3690.91,3
333,Mark Nelson,3690.13,3
7163,Jeffery Bolton,3689.92,3
9270,Wendy Hernandez,3689.11,3
8848,Carolyn Chung,3688.89,3
4344,Erica Perkins,3688.31,3
9702,James Perkins,3688.13,3
9897,Erin Ward,3687.39,3
3075,Eileen Robinson,3686.35,3
5623,Francisco Phillips,3686.26,3
4750,Donna Hansen,3686.11,3
3266,Joshua Ellis,3684.63,3
6663,Elizabeth Ellis,3684.12,3
2559,Eric Marks,3683.05,3
2075,Marc Lambert,3682.96,3
6580,Michael Soto,3682.25,3
1975,Nicole Mathis,3681.75,3
4620,Sean Pierce,3681.46,3
2922,Victoria Miller,3680.94,3
4096,Angel Adams,3679.88,3
2624,Mr. Marvin Jensen,3679.25,3
6324,Amber Pena,3679.03,3
1600,Jennifer Flores,3677.96,3
2420,Tanya Thompson,3677.21,3
9802,Melissa Rubio,3676.32,3
553,Drew Wilson,3676.23,3
2201,Craig Shepherd,3675.60,3
5295,Tyler Daniels,3674.85,3
9738,Maria Morrow,3674.68,3
6295,Christopher Jones,3674.41,3
7062,David Lynch,3674.36,3
7930,Cheyenne Thompson,3674.19,3
563,Anthony Ayala,3673.51,3
3551,David Bradley,3673.45,3
3242,Juan Haynes,3672.62,3
2125,Dr. Ashley Walker,3672.29,3
9757,Alisha Anderson,3671.45,3
202,Kimberly Morrison,3669.92,3
5749,Carl Russell,3669.71,3
8250,Guy Silva,3669.69,3
1913,Jennifer Goodwin,3669.43,3
5717,Jeffrey Alvarez,3669.06,3
552,Mary Jackson,3668.56,3
7194,Timothy Campbell,3667.53,3
3089,Ricky Martinez,3667.28,3
4481,Christian Duffy,3667.28,3
6402,Andrea Skinner,3666.27,3
9522,Julie Stephenson,3666.12,3
4048,Zachary Graham,3665.95,3
4094,Jeffrey Brown,3665.08,3
9909,Tracy York,3664.35,3
2993,Mr. Jesus Blake,3664.35,3
8105,Beth Thomas,3663.95,3
691,Kenneth Austin Jr.,3663.39,3
8317,Monique Gonzales,3661.43,3
357,Megan Blackwell,3661.35,3
7893,Tiffany Hernandez,3661.32,3
880,Morgan Lloyd,3661.15,3
5843,Nicholas Diaz,3660.56,3
1596,Amy Wolfe,3660.20,3
2159,Jeffrey Riley,3659.97,3
171,Jessica Osborn DDS,3656.30,3
8658,Leslie Wilson,3656.23,3
